Word,POS Tag,Meaning
ಸ್ವಪ್ರತಿಷ್ಟೆ,(ನಾ),ಸ್ವಂತದ ಬಗ್ಗೆ ಹೆಮ್ಮೆಪಡುವುದು.
ಸ್ವಪ್ರಶಂಸೆ,(ನಾ),ಆತ್ಮಪ್ರಶಂಸೆ.
ಸ್ವಪ್ರೇರಣೆ,(ನಾ),ಆಂತರಿಕ ಪ್ರೇರಣೆ.
ಸ್ವಭಾವ,(ನಾ),ಹುಟ್ಟುಗುಣ.
ಸ್ವಭಾವೋಕ್ತಿ,(ನಾ),ಅರ್ಥಾಲಂಕಾರಗಳಲ್ಲಿ ಒಂದು.
ಸ್ವಭಾಷೆ,(ನಾ),"ತಾಯ್ನುಡಿನ ಭಾಷೆ, ಸ್ವಂತ ಭಾಷೆ."
ಸ್ವಯಂ,(ಅ),ತನಗೆ ತಾನೇ.
ಸ್ವಯಂಕೃತ,(ಅ),ತಾನೇ ಮಾಡಿದ.
ಸ್ವಯಂಚಾಲಿತ,(ಅ),ಸ್ವತಃ ಚಲಿಸುವ.
ಸ್ವಯಂಸೇವಕ,(ಅ),ಸ್ವಂತ ಇಚ್ಫೆಯಿಂದ ಕೆಲಸಮಾಡುವವನು.
ಸ್ವಯಂವರ,(ನಾ),"ಹೆಣ್ಣು ತನ್ನ ಗಂಡನನ್ನು ತಾನೇ ಆರಿಸಿಕೊಳ್ಳುವುದು, ಒಂದು ಬಗೆಯ ವಿವಾಹ ಪದ್ಧತಿ."
ಸ್ವಯಾರ್ಜಿತ,(ಗು),ಸ್ವತಃ ಗಳಿಸಿದ.
ಸ್ವರ,(ನಾ),"ನಾದ, ಭಾಷೆಯಲ್ಲಿ ಬಳಸುವ ಧ್ವನಿಗಳಲ್ಲಿ ಯಾವ ಆಡಚಣೆಯೂ ಇಲ್ಲದೆ ಉಚ್ಚಾರವಾಗುವ ಧ್ವನಿ."
ಸ್ವರಾಜ್ಯ,(ನಾ),"ಸ್ವತಂತ್ರವಾದ ರಾಜ್ಯ, ಸ್ವಾತಂತ್ರ್ಯ."
ಸ್ವರೂಪ,(ನಾ),"ನಿಜರೂಪ, ಆಕೃತಿ, ಸ್ವಭಾವ."
ಸ್ವರ್ಗ,(ನಾ),"ದೇವತೆಗಳ ಸ್ಥಳ, ಸುಖ."
ಸ್ವರ್ಗವಾಸಿ,(ನಾ),"ಸ್ವರ್ಗದಲ್ಲಿ ವಾಸಿಸುವವನು, ದೇವತೆ, ದಿವಂಗತ, ತೀರಿಕೊಂಡವನು."
ಸ್ವರ್ಗಸ್ಥ,(ಗು),"ಮರಣ ಹೊಂದಿದ, ಸತ್ತ."
ಸ್ವರ್ಗೀಯ,(ಗು),ಸ್ವರ್ಗಕ್ಕೆ ಸಂಬಂಧಪಟ್ಟ.
ಸ್ವರ್ಣ,(ನಾ),"ಹೊನ್ನು, ಬಂಗಾರ."
ಸ್ವರ್ಣಯುಗ,(ನಾ),"ಭವ್ಯವಾಗಿರುವ ಕಾಲ ,ಒಳ್ಳೆಯ ಕಾಲ."
ಸ್ವಲ್ಪ,"(ನಾ),(ಗು)",ಅಲ್ಪ. ಕೊಂಚ.
ಸ್ವಸ್ತಿ,"(ನಾ),(ಅ)",ಕ್ಷೇಮ. ಒಳ್ಳೆಯದಾಗಲಿ ಎಂಬುದನ್ನು ಸೂಚಿಸುವ ಮಾತು.
ಸ್ವಸ್ತಿಕ,(ನಾ),ಮಂಗಳ ಸೂಚಕವಾದ ಒಂದು ಬಗೆಯ ತಾಂತ್ರಿಕ ಚಿಹ್ನೆ.
ಸ್ವಸ್ತಿವಾಚನ,(ನಾ),"ಶುಭವನ್ನು ಹೇಳುವುದು, ಪಾನ ಕೂಟಗಳಲ್ಲಿ ಪಾನೀಯ ಸ್ವೀಕಾರಕ್ಕೆ ಮೊದಲು ಪರಸ್ಪರ ಶುಭ ಕೋರುವುದು."
ಸ್ವಸ್ಥ,(ಗು),"ನೆಮ್ಮದಿಯಿಂದಿರುವ, ಆರೋಗ್ಯದಿಂದಿರುವ."
ಸ್ವಹಿತ,(ನಾ),ಸ್ವಂತ ಹಿತ.
ಸ್ವಾಗತ,(ನಾ),ಆದರದಿಂದ ಬರಮಾಡಿಕೊಳ್ಳುವುದು.
ಸ್ವಾಗತಭಾಷಣ,(ನಾ),ಸಭೆಗೆ ಬಂದ ಅತಿಥಿಗಳಿಗೆ ಸುಖಾಗಮನವನ್ನು ಬಯಸುವ ಭಾಷಣ.
ಸ್ವಾತಂತ್ರ್ಯ,(ನಾ),"ತನ್ನಿಚ್ಫೆಯಂತೆ ಇರುವುದು, ಪರಾಧೀನತೆ ಇಲ್ಲದಿರುವುದು."
ಸ್ವಾತಂತ್ರ್ಯಸಂಗ್ರಾಮ,(ನಾ),ಸ್ವಾತಂತ್ರ್ಯಕ್ಕಾಗಿ ಮಾಡುವ ಯುದ್ಧ.
ಸ್ವಾಧೀನ,(ನಾ),"ಹಿಡಿತ, ವಶ."
ಸ್ವಾನುಭವ,(ನಾ),ಸ್ವಂತ ಅನುಭವ.
ಸ್ವಾಭಿಮಾನ,(ನಾ),ಆತ್ಮಗೌರವ.
ಸ್ವಾಭಿಮಾನಿ,(ನಾ),ಆತ್ಮಗೌರವವುಳ್ಳವನು.
ಸ್ವಾಭಾವಿಕ,(ಗು),"ನೈಸರ್ಗಿಕವಾದ, ಸಹಜವಾದ, ನಿಯಮಕ್ಕೆ ಒಳಪಟ್ಟ."
ಸ್ವಾಮಿ,(ನಾ),"ಒಡೆಯ, ರಾಜ, ಗುರು, ಗಂಡ."
ಸ್ವಾಮಿಕಾರ್ಯ,(ಕ್ರಿ),ಒಡೆಯನ ಕೆಲಸ.
ಸ್ವಾಮಿತ್ವ,(ನಾ),ಒಡೆತನ.
ಸ್ವಾಮಿದ್ರೋಹ,(ಕ್ರಿ),ಒಡೆಯನಿಗೆ ಬಗೆಯುವ ದ್ರೋಹ.
ಸ್ವಾಮ್ಯ,(ನಾ),"ಒಡೆತನ, ಹಕ್ಕು."
ಸ್ವಾಯತ್ತತೆ,(ನಾ),ಸ್ವಾತಂತ್ರ್ಯ.
ಸ್ವಾರಸ್ಯ,(ನಾ),"ರಸಪೂರ್ಣತೆ, ಚಮತ್ಕಾರ, ವಿನೋದಪೂರ್ಣವಾದುದು."
ಸ್ವಾರ್ಥ,(ನಾ),"ಸ್ವಪ್ರಯೋಜನ, ಸ್ವಾಹಿತ."
ಸ್ವಾರ್ಥಿ,(ನಾ),ತನ್ನ ಹಿತವನ್ನು ನೋಡಿಕೊಳ್ಳುವವನು.
ಸ್ವಾವಲಂಬನೆ,(ನಾ),"ಪರಾಧೀನವಾಗದಿರುವುದು, ತನ್ನನ್ನೇ ತಾನು ಅವಲಂಬಿಸಿರುವುದು."
ಸ್ವಾವಲಂಬಿ,(ನಾ),ಯಾರ ಆಶ್ರಯಕ್ಕೂ ಒಳಗಾಗದವನು.
ಸ್ವಾಹ,(ನಾ),ಹೋಮದಲ್ಲಿ ದೇವತೆಗಳಿಗೆ ಆಹುತಿಯನ್ನು ಅರ್ಪಿಸುವಾಗ ಹೇಳುವ ಶಬ್ದ.
ಸ್ವಾಹಮಾಡು,(ಕ್ರಿ),"ನುಂಗು, ಕಬಳಿಸು."
ಸ್ವೀಕರಣ,(ನಾ),"ಅಂಗೀಕರಿಸುವಿಕೆ , ತೆಗೆದುಕೊಳ್ಳುವಿಕೆ, ಒಪ್ಪಿಗೆ."
ಸ್ವೀಕರಿಸು,(ಕ್ರಿ),"ಅಂಗೀಕರಿಸು, ಒಪ್ಪು, ಪಡೆಯು."
ಸ್ವೀಕಾರ,(ನಾ),ತೆಗೆದುಕೊಳ್ಳುವಿಕೆ.
ಸ್ವೇಚ್ಫಾಚಾರ,(ನಾ),ಇಷ್ಟಬಂದಂತೆ ನಡೆಯುವಿಕೆ.
ಹಂಗಾಮಿ,(ಗು),"ಖಾಯಂ ಅಲ್ಲದ, ತಾತ್ಕಾಲಿಕ."
ಹಂಗಿಸು,(ಕ್ರಿ),ಮೂದಲಿಸು.
ಹಂಗು,(ನಾ),"ದಾಕ್ಷಿಣ್ಯ, ಋಣ, ಆಸೆ."
ಹಂಚಿಕೆ,(ಕ್ರಿ),"ಪಾಲು ಮಾಡುವಿಕೆ, ಯುಕ್ತಿ, ಯೋಜನೆ."
ಹಂಚು,"(ನಾ),(ಕ್ರಿ)","ಹೆಂಚು. ವಿಭಾಗಿಸು, ಪಾಲು ಮಾಡು, ವಿತರಣೆ ಮಾಡು."
ಹಂಚೆ,(ನಾ),ಒಂದು ಜಾತಿಯ ಹುಲ್ಲು.
ಹಂಚೆಕಡ್ಡಿ,(ನಾ),ಹಂಚಿಹುಲ್ಲಿನ ಕಡ್ಡಿ.
ಹಂಚೆಬರಲು,(ನಾ),ಹಂಚಿಹುಲ್ಲಿನಿಂದ ಮಾಡಿದ ಕಸಬಾರಿಗೆ.
ಹಂಜರ,(ನಾ),"ಪಂಜರ, ಗೂಡು, ಅಸ್ಥಿಪಂಜರ."
ಹಂಜಿ,(ನಾ),ಅರಳೆಯ ಉಂಡೆ.
ಹಂಜಿಗೋಲು,(ನಾ),ನೂಲುವಾಗ ಅರಳೆಯನ್ನು ಸುತ್ತುವುದಕ್ಕೆ ಉಪಯೋಗಿಸುವ ಕೋಲು.
ಹಂಡ,(ನಾ),ಬಿಳುಪು.
ಹಂಡಕ್ಕಿ,(ನಾ),"ನವಣೆಯಕ್ಕಿ, ಅರ್ಧ ಬೆಂದ ಅನ್ನ."
ಹಂಡಬಂಡ,(ಗು),ಮಿಶ್ರ ವರ್ಣದ.
ಹಂಡೆ,(ನಾ),ಅಗಲವಾದ ಬಾಯುಳ್ಳ ಲೋಹದ ದೊಡ್ಡ ಪಾತ್ರೆ.
ಹಂತ,(ನಾ),"ಮೆಟ್ಟಿಲು, ಘಟ್ಟ."
ಹಂತಕ,(ನಾ),ಕೊಲೆಗಾರ.
ಹಂತಿ,(ನಾ),"ಸಾಲು, ಪಂಕ್ತಿ, ಕಣದಲ್ಲಿ ತೆನೆಯನ್ನು ತುಳಿಸಲು ಕಟ್ಟುವ ದನಗಳ ಸಾಲು."
ಹಂತಿಗಾರ,(ನಾ),ಸರದಿಯಲ್ಲಿರುವವನು.
ಹಂತಿಹೊಡೆ,(ಕ್ರಿ),ಹಂತಿಕಟ್ಟಿ ಎತ್ತುಗಳನ್ನು ತಿರುಗಿಸು.
ಹಂದರ,(ನಾ),ಚಪ್ಪರ.
ಹಂದು,(ಕ್ರಿ),"ಅಲುಗಾಡು, ಚಲಿಸು."
ಹಂದೆ,(ನಾ),"ಹೇಡಿ, ಅಂಜುಕುಳಿ."
ಹಂಬಲ(ಲು),(ನಾ),"ತೀವ್ರವಾದ ಆಸೆ , ಚಿಂತೆ."
ಹಂಬಲಿಸು,(ಕ್ರಿ),"ಚಿಂತಿಸು, ಆಸೆಪಡು."
ಹಂಬು,(ನಾ),ವೀಳೆಯದೆಲೆ ಮುಂತಾದವುಗಳ ಬಳ್ಳಿ.
ಹಂಸಪಾದ,(ನಾ),ಬರವಣಿಗೆಯಲ್ಲಿ ಬಿಟ್ಟು ಹೋದ ಭಾಗವನ್ನು ಸೇರಿಸಿದುದನ್ನು ಸೂಚಿಸುವ ಚಿಹ್ನೆ.
ಹಂಸೆ,(ನಾ),"ಹೆಣ್ಣು ಹಂಸ, ಹಂಸ."
ಹಕೀಕತ್ತು,(ನಾ),"ನಡೆದ ಘಟನೆ, ವರದಿ, ಉಪಾಯ."
ಹಕೀಮ,(ನಾ),ಯನಾನಿ ವೈದ್ಯ.
ಹಕ್ಕರಿಕೆ,(ನಾ),"ಆನೆ ಕುದುರೆಗಳ ಪಕ್ಕಗಳನ್ನು ರಕ್ಷಿಸುವ ಸಾಧನ, ಒಂದು ಜಾತಿಯ ಗಿಡ."
ಹಕ್ಕಲಾಯು,(ನಾ),ಕೊಯ್ಲಾದ ಮೇಲೆ ಹೊಲದಲ್ಲಿ ಉಳಿದ ತೆನೆ ಕಾಳು ಮೊದಲಾದುವನ್ನು ಆರಿಸಿಕೊಳ್ಳು.
ಹಕ್ಕಲು,(ನಾ),ಬೆಳೆ ಕೊಯ್ದ ಜಮೀನ ಬಯಲು.
ಹಕ್ಕಳೆ,(ನಾ),ಬಿರುಕು ಬಿಟ್ಟ ಮೇಲೆ ಏಳುವ ಪದರ.
ಹಕ್ಕಿ,(ನಾ),"ರೆಕ್ಕೆಯುಳ್ಳ ಹಾರುವ ಪ್ರಾಣಿ, ಪಕ್ಷಿ."
ಹಕ್ಕಿ ನೋಟ,(ನಾ),ದೂರದಿಂದ ಕಾಣುವ ಸಮಗ್ರ ನೋಟ.
ಹಕ್ಕಿಪಿಕ್ಕಿ,(ನಾ),ಪಕ್ಷಿಗಳನ್ನು ಬೇಟೆಯಾಡುವ ಒಂದು ಅಲೆಮಾರಿ ಸಮುದಾಯ.
ಹಕ್ಕಿರೋಗ,(ನಾ),ಮೂಳೆಗಳು ಮೆದುವಾಗಿ ಮಕ್ಕಳಿಗೆ ಬರುವ ರೋಗ.
ಹಕ್ಕಿಶಕುನ,(ನಾ),ಪಕ್ಷಿಯ ಸಹಾಯದಿಂದ ಹೇಳುವ ಶಕುನ.
ಹಕ್ಕು,(ನಾ),"ನ್ಯಾಯಬದ್ಧವಾದ ಕೇಳಿಕೆ , ಒಡೆತನ."
ಹಕ್ಕುದಾರ,(ನಾ),"ವಾರುಸುದಾರ, ಒಡೆಯ."
ಹಕ್ಕೆ,(ನಾ),"ಆಶ್ರಯ ,ನೆಲೆ ಹಾಸುಗೆ."
ಹಗರಣ,(ನಾ),"ನಾಟಕದ ಒಂದು ಭೇದ, ನಟನೆ, ಗೊಂದಲ , ಹರಟೆ."
ಹಗರಿ,(ನಾ),"ಹಳ್ಳ, ಚಿಕ್ಕ ನದಿ."
ಹಗರು,(ನಾ),ತಲೆಗೂದಲಿನ ಬುಡದಲ್ಲಿ ಉಂಟಾಗುವ ಒಣಗಿದ ಚರ್ಮದ ಹೊಟ್ಟು.
ಹಗಲು,(ನಾ),ಸೂರ್ಯನು ದಿಗಂತದ ಮೇಲೇರುವ ಕಾಲ.
ಹಗಲುಗನಸು,(ನಾ),"ಗಾಳಿಗೋಪುರ, ಕೈಗೂಡದ ಆಸೆ."
ಹಗಲುದರೋಡೆ,(ನಾ),ಬಹಿರಂಗವಾದ ಲೂಟಿ.
ಹಗಲುದೀವಟಿಗೆ,(ನಾ),ಹಗಲಿನಲ್ಲಿ  ಮೆರವಣಿಗೆಯ ಮುಂಭಾಗದಲ್ಲಿ ಗೌರವಸೂಚಕವಾಗಿ ಹಿಡಿದುಕೊಂಡು ಹೋಗುವ ಪಂಜು.
ಹಗಿನ,(ನಾ),ಮರಗಳಿಂದ ಸ್ರವಿಸುವ ಅಂಟು.
ಹಗುರ,(ನಾ),"ಭಾರವಿಲ್ಲದುದು, ಸುಲಭವಾದುದು, ಅಲ್ಪವಾದುದು."
ಹಗೆ,"(ನಾ),(ಕ್ರಿ)","ಶತ್ರು. ವೈರ ಸಾಧಿಸು, ದ್ವೇಷಿಸು."
ಹಗೆತನ,(ನಾ),ಶತ್ರುತ್ವ.
ಹಗೆತೀರಿಸು,(ಕ್ರಿ),ಸೇಡು ತೀರಿಸು.
ಹಗೇವು,(ನಾ),ಧಾನ್ಯಗಳನ್ನು ತುಂಬಲು ನೆಲದಲ್ಲಿ ಮಾಡಿದ ಭಾವಿಯಾಕಾರದ ಕುಣಿ.
ಹಗ್ಗ,(ನಾ),ನಾರು ಅಥವಾ ನೂಲನ್ನು ಹೊಸೆದು ತಯಾರಿಸಿದ ಹುರಿ.
ಹಚ್ಚ,(ಗು),"ಹಸುರಾದ ,ಹಸಿಯಾದ."
ಹಚ್ಚಗೆನೆ,"(ಗು),(ಅ)",ಹಸುರು ಬಣ್ಣದಿಂದ ಕೂಡಿದ. ಹಸುರು ಬಣ್ಣದಿಂದ ಕೂಡಿ.
ಹಚ್ಚಡ,(ನಾ),ಹೊದಿಕೆ.
ಹಚ್ಚಾಪಬಟ್ಟೆ,(ನಾ),ಮಿತಿಯಿಲ್ಲದೆ.
ಹಚ್ಚು,(ಕ್ರಿ),"ಬಳಿ, ಲೇಪಿಸು, ಅಂಟಿಸು, ತೊಡಗಿಸು, ಜ್ವಲಿಸು, ನೆಡು."
ಹಚ್ಚೆ,(ನಾ),ಮೈಮೇಲೆ ಅಲಂಕಾರವಾಗಿ ಚಿತ್ರ ಬರೆದು ಹಸುರು ಬಣ್ಣ ತುಂಬಿ ಮುಳ್ಳಿನಿಂದ ಚುಚ್ಚುವುದು ಮತ್ತು ಹಾಗೆ ಚುಚ್ಚುವುದರಿಂದ ಉಂಟಾಗುವ ಗುರುತು.
ಹಜಾಮ,(ನಾ),"ತಲೆ ಮತ್ತು ಗಡ್ಡದ ಕೂದಲನ್ನು ಬೋಳಿಸುವವನು ಮತ್ತು ಕತ್ತರಿಸುವವನು, ನಾಯಿಂದ, ಕ್ಷೌರಿಕ."
ಹಜಾಮತಿ,(ನಾ),"ಕ್ಷೌರ , ಬೋಳಿಸು."
ಹಜಾರ,(ನಾ),"ಪಡಸಾಲೆ, ನಡುಮನೆ."
ಹಜ್ಜೆ,(ನಾ),ಹೆಜ್ಜೆ ಪಾದದ ಅಡಿಭಾಗದ ಗುರುತು.
ಹಟ್ಟಿ,(ನಾ),"ಕೊಟ್ಟಿಗೆ, ಚಿಕ್ಕಹಳ್ಳಿ, ಒಂದು ಗುಂಪಿನವರು ವಾಸಿಸುವ ಸ್ಥಳ , ಮನೆ ಅಂಗಳ."
ಹಠ,(ನಾ),"ಬಲಾತ್ಕಾರ ,ಮೊಂಡುತನ, ಛಲ."
ಹಠಮಾರಿ,"(ನಾ),(ಗು)",ಮೊಂಡುತನ ಮಾಡುವ ವ್ಯಕ್ತಿ. ಹಿಡಿದ ಅಭಿಪ್ರಾಯವನ್ನು ಬಿಡದ.
ಹಠವಾದಿ,(ನಾ),ಛಲ  ಸ್ವಭಾವದವನು.
ಹಠಾತ್,(ಅ),"ಥಟ್ಟನೆ, ಒಮ್ಮಿಂದೊಮ್ಮೆಲೆ."
ಹಡಕು,(ನಾ),"ಹೊಲಸು, ಹೇಸಿಗೆ, ಹಡುಕು."
ಹಡಗು,(ನಾ),ಸಮುದ್ರದ ಮೇಲೆ ಯಾನ ಮಾಡುವ ದೊಡ್ಡ ನಾವೆ.
ಹಡಗುಕಟ್ಟೆ,(ನಾ),ಬಂದರು.
ಹಡದಿ,(ನಾ),"ಮಡಿಬಟ್ಟೆ ,ನಡೆಮಡಿ."
ಹಡದೆ,(ನಾ),"ಗ್ರಾಮದ ಅಗಸ, ನಾಯಿಂದ ಮೊದಲಾದವರಿಗೆ ಗ್ರಾಮಸ್ಥರು ಕೊಡುವ ವರ್ಷಾವಧಿ ಸಂಭಾವನೆ, ಪಡಿ."
ಹಡಪ,(ನಾ),"ಅಡಕೆ ಎಲೆಯ ಚೀಲ, ಸಂಚಿ, ಕೈಚೀಲ, ಕ್ಷೌರಿಕನ ಸಲಕರಣೆಯ ಚೀಲ."
ಹಡಪಿಗ,(ನಾ),"ಕ್ಷೌರಿಕ, ತನ್ನ ಒಡೆಯನ ಅಡಕೆ ಎಲೆಯ ಚೀಲವನ್ನು ಹಿಡಿದು ಸೇವೆ ಮಾಡುವವನು."
ಹಡಬೆ,(ನಾ),ಸೂಳೆ.
ಹಡಲಿಗೆ,(ನಾ),"ಒಂದು ಬಗೆಯ ಬುಟ್ಟಿ., ಜೋಗತಿಯರು ಬಿಕ್ಷೆ ಬೇಡಲು ಉಪಯೋಗಿಸುವ ಬುಟ್ಟಿ."
ಹಡಿ,(ನಾ),"ಬಾಗಿಲು, ಕದ."
ಹಡಿಕೆ,(ನಾ),"ಹೇಸಿಗೆ, ನಾತ, ದುರ್ಗಂಧ."
ಹಡಿಲು,(ನಾ),"ಮೆದೆ, ಬಂಜರು."
ಹಡು,(ಕ್ರಿ),ಸಂಭೋಗಿಸು.
ಹಡುಕು,(ನಾ),ಹಡಕು.
ಹಡೆ,(ಕ್ರಿ),"ಹೊಂದು, ಪಡೆ , ಹೆರು."
ಹಣ,(ನಾ),"ವಿನಿಮಯದ ಒಂದು ಮಾಧ್ಯಮ ದ್ರವ್ಯ, ಒಂದು ಬಗೆಯ ನಾಣ್ಯ."
ಹಣಕು,(ಕ್ರಿ),"ಇಣುಕಿ ನೋಡು, ಕದ್ದುನೋಡು."
ಹಣಗಾರ,(ನಾ),ಧನಿಕ.
ಹಣತೆ,(ನಾ),"ದೀಪವನ್ನು ಹಚ್ಚಿಡುವ ಮಣ್ಣು, ಲೋಹ ಮುಂತಾದವುಗಳ ಚಿಕ್ಕ ಬಟ್ಟಲು."
ಹಣವಂತ,(ನಾ),"ಧನಿಕ , ಸಾಹುಕಾರ."
ಹಣಾಹಣಿ,(ನಾ),ಉಗ್ರವಾದ ಹೊಡೆದಾಟ.
ಹಣಿ,(ಕ್ರಿ),"ಥಳಿಸು, ಬಾಗು."
ಹಣಿಕು,(ಕ್ರಿ),ಹಣಕು.
ಹಣಿಗೆ,(ನಾ),ಕೂದಲನ್ನು ಬಾಚುವ ಸಾಧನ.
ಹಣಿಸು,(ನಾ),"ಚೂಪು ಮಾಡು, ಸುರಿ, ಹನಿಸು."
ಹಣಿಸು,(ಕ್ರಿ),"ಸಿದ್ಧಪಡಿಸು, ಮಾಡು, ಮೆತ್ತಗಾಗುವಂತೆ ಮಾಡು."
ಹಣೆ,(ನಾ),"ಹುಬ್ಬಿನ ಮೇಲಿನ ಮುಖದ ಭಾಗ, ನೊಸಲು."
ಹಣೆಗಣ್ಣ,(ನಾ),ಶಿವ.
ಹಣೆಬರಹ,(ನಾ),ಅದೃಷ್ಟ.
ಹಣ್ಣಾಗು,(ಕ್ರಿ),"ಪಕ್ವವಾಗು, ಮೆತ್ತಗಾಗು, ಬಳಲು, ಬೆಳ್ಳಗಾಗು."
ಹಣ್ಣು,(ನಾ),"ಮಾಗಿದ ಕಾಯಿ, ಫಲ."
ಹಣ್ಣು ಹಣ್ಣು ಮುದುಕ,(ನಾ),"ತುಂಬ ವಯಸ್ಸಾದವನು, ಅತಿವೃದ್ಧ."
ಹತ,(ಗು),"ಕೊಂದ, ಹೊಡೆದ, ನಿರಾಶೆಗೊಳಿಸಿದ."
ಹತಾರ,(ನಾ),"ಕೈದು, ಆಯುಧ, ಸಲಕರಣೆ."
ಹತೋಟಿ,(ನಾ),"ಅಂಕೆ, ಹಿಡಿತ."
ಹತ್ತ,(ನಾ),"ಹಸ್ತ, ಕೈ."
ಹತ್ತಕಡಕು,(ನಾ),ಕಿವಿಗೆ ಧರಿಸುವ ಒಂದು ಬಗೆಯ ಆಭರಣ.
ಹತ್ತರಿ,(ನಾ),ಉಜ್ಜುಗೊರಡು.
ಹತ್ತರಿಹೊಡೆ,(ಕ್ರಿ),ಉಜ್ಜುಗೊರಡಿನಿಂದ ನಯಗೊಳಿಸು.
ಹತ್ತಿ,(ನಾ),ಒಂದು ಜಾತಿಯ ಗಿಡ ಮತ್ತು ಅದರ ಕಾಳಿನ ಸುತ್ತ ಇರುವ ಎಳೆಯೆಳೆಯಾದ ನವುರಾದ ಹೊದಿಕೆ.
ಹತ್ತಿಕ್ಕು,(ಕ್ರಿ),"ದಮನ ಮಾಡು, ಹತೋಟಿಯಲ್ಲಿಡು."
ಹತ್ತಿರ,(ನಾ),"ಸಮೀಪ, ಬಳಿ."
ಹತ್ತು,"(ನಾ),(ಕ್ರಿ)","ಒಂದು ಸಂಖ್ಯೆ. ಅಡರು, ಏರು, ಅಂಟಿಕೊಳ್ಳು, ತೊಡಗು, ಮುಟ್ಟು ,ಉರಿ, ಬೆನ್ನಟ್ಟು ಬೇರುಬಿಡು."
ಹತ್ತುಗೆ,(ನಾ),"ಹೊಂದಿಕೆ, ಸಂಬಂಧ."
ಹತ್ತೆ,(ನಾ),ಹತ್ತಿರ.
ಹತ್ಯಾಕಾಂಡ,(ನಾ),ಕಗ್ಗೊಲೆಯ ಪ್ರಸಂಗ.
ಹತ್ಯೆ,(ನಾ),"ಕೊಲೆ, ವಧೆ."
ಹದ,(ನಾ),"ರೀತಿ, ಕ್ರಮ, ಸ್ಥಿತಿ, ಪಕ್ವತೆ, ಅನುಕೂಲತೆ."
ಹದಗಡಲೆ,(ನಾ),"ಕಂಕುಳು, ತೊಡೆ ಸಂದು ಮೊದಲಾದ ಕಡೆಗಳಲ್ಲಿ ಉಂಟಾಗುವ ನೋವಿನ ಗಡ್ಡೆ, ಕುರು."
ಹದಗೆಡು,(ನಾ),ಹಾಳಾಗು.
ಹದಗೊಳಿಸು,(ಕ್ರಿ),ಅನುಕೂಲಕರವಾಗಿ ಮಾಡು.
ಹದರು,(ಕ್ರಿ),"ಅಂಜು, ಭಯಪಡು."
ಹದಿ,"(ನಾ),(ಕ್ರಿ)","ಬುನಾದಿ, ಹತ್ತು. ಅಡಿಪಾಯ ಹಾಕು, ಹಳ್ಳಮಾಡು."
ಹದಿರು,(ನಾ),"ಹೀಚು, ಮಣಿಕಟ್ಟು , ಚಮತ್ಕಾರದ ಮಾತು."
ಹದುಗು,(ಕ್ರಿ),"ಉಡುಗು, ಬಾಗು."
ಹದುಳ,(ನಾ),"ಕ್ಷೇಮ, ನೆಮ್ಮದಿ, ಸೌಖ್ಯ."
ಹದ್ದಿನಕಣ್ಣು,(ಕ್ರಿ),"ತೀಕ್ಷ್ಣದೃಷ್ಟಿ,"
ಹದ್ದು,(ನಾ),"ಸೂಕ್ಷ್ಮದೃಷ್ಟಿಯ ಬೇಟೆಯಾಡುವ ಒಂದು ದೊಡ್ಡ ಹಕ್ಕಿ, ಗಡಿ, ಎಲ್ಲೆ, ಹತೋಟಿ."
ಹದ್ದುಬಸ್ತು,(ನಾ),"ಅಂಕೆ, ಹತೋಟಿ."
ಹದ್ದುಮೀರು,(ಕ್ರಿ),"ಎಲ್ಲೆ ಮೀರು, ಮಿತಿಮೀರು."
ಹನಿ,"(ನಾ),(ಕ್ರಿ)",ತೋಟ್ಟು. ತೊಟ್ಟಿಕ್ಕು.
ಹನಿಯಾಡು,(ಕ್ರಿ),ನೀರು ಕಾಣಿಸಿಕೊಳ್ಳು.
ಹನಿಗಣ್ಣು,(ನಾ),"ಹನಿಗಳಿಂದ ಕೂಡಿದ ಕಣ್ಣು ,ನೀರು ತುಂಬಿದ ಕಣ್ಣು."
ಹನಿಗೂಡು,(ಕ್ರಿ),ನೀರು ತೊಟ್ಟುತೊಟ್ಟಾಗಿ ತುಂಬಿಕೊಳ್ಳು.
ಹನಿಸು,(ಕ್ರಿ),"ಸಿಂಪಡಿಸು, ಚಿಮುಕಿಸು."
ಹನು,(ನಾ),ದವಡೆ.
ಹನೆ,(ನಾ),"ಹರಿತವಾದ ಹಲ್ಲು, ತಾಳೆಮರ."
ಹಪಾಪಿ,(ನಾ),"ಆತುರ, ಹಂಬಲ."
ಹಪಾಹಪಿ,(ನಾ),"ಬವಣೆಪಡು, ಬೇಗುದಿಗೊಳ್ಳು."
ಹಪ್ತೆ,(ನಾ),"ತೆರಿಗೆ, ಕಂದಾಯ, ತೆರಿಗೆ ಕಂದಾಯಗಳನ್ನು ಸಲ್ಲಿಸುವ ಅವಧಿ, ವಾರ. ಅಕ್ರಮಕರವಾಗಿ ಹಣ ಸುಲಿಯುವುದು."
ಹಪ್ಪಳ,(ನಾ),ಒಂದು ವ್ಯಂಜನ ಪದಾರ್ಥ.
ಹಪ್ಪಳಿಕೆ,(ನಾ),ಚಪ್ಪಟೆಯಾದುದು.
ಹಬೆ,(ನಾ),"ಕಾಂತಿ, ಆವಿ."
